sentence1,sentence2,label
مجھے B.Tech کی تعلیم کے لیے تعلیمی قرض چاہیے۔,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
मुझे बीस लाख रुपये की परियोजना के लिए टर्म लोन चाहिए।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
मुझे छोटे व्यवसाय के लिए NBFC-MFI के माध्यम से माइक्रोफाइनेंस चाहिए।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
मला टेलरिंग व्यवसाय सुरू करण्यासाठी छोटे कर्ज हवे आहे.,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
مجھے B.Tech کی تعلیم کے لیے تعلیمی قرض چاہیے۔,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
चार लख रपे दे प्रोजेक्ट आस्तै सहकारी बैंक दे जरिए कर्जा लोड़दा ऐ।,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
મારે ટેલરિંગ વ્યવસાય શરૂ કરવા માટે નાની લોન જોઈએ છે.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
चार लाख रुपयांच्या प्रकल्पासाठी सहकारी बँकेमार्फत कर्ज हवे आहे.,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
B.Tech படிப்புக்கு கல்விக் கடன் வேண்டும்.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
ਮੈਨੂੰ ਟੇਲਰਿੰਗ ਕਾਰੋਬਾਰ ਸ਼ੁਰੂ ਕਰਨ ਲਈ ਛੋਟਾ ਕਰਜ਼ਾ ਚਾਹੀਦਾ ਹੈ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
சிறு தொழிலுக்கு NBFC-MFI மூலம் மைக்ரோஃபைனான்ஸ் வேண்டும்.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
मला टेलरिंग व्यवसाय सुरू करण्यासाठी छोटे कर्ज हवे आहे.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ꯃꯅꯤ ꯂꯥꯛꯊꯣꯛ ꯔꯨꯄꯤ ꯄ꯭ꯔꯣꯖꯦꯛꯇꯀꯤꯗꯃꯛ ꯇꯔꯝ ꯂꯣꯟ ꯅꯥꯡꯒꯦ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ଚାରି ଲକ୍ଷ ଟଙ୍କାର ପ୍ରକଳ୍ପ ପାଇଁ ସମବାୟ ବ୍ୟାଙ୍କ ମାଧ୍ୟମରେ ଋଣ ଦରକାର।,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
ल्हान व्यवसायाखातीर NBFC-MFI वरवीं मायक्रोफायनान्स जाय.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
लघुव्यवसायाय NBFC-MFI माध्यमेन सूक्ष्मवित्तम् आवश्यकम्।,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
ਛੋਟੇ ਕਾਰੋਬਾਰ ਲਈ NBFC-MFI ਰਾਹੀਂ ਮਾਈਕ੍ਰੋਫਾਇਨੈਂਸ ਚਾਹੀਦਾ ਹੈ।,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
बिस लाख टाकानि प्रोजेक्टनि थाखाय टर्म लोन नांगोन।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
B.Tech पढ्नका लागि शैक्षिक ऋण चाहिन्छ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
लघुव्यवसायाय NBFC-MFI माध्यमेन सूक्ष्मवित्तम् आवश्यकम्।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
مےٚ بیس لاکھ روپیہٕ منصوبس خٲطرٕ ٹرم لون گژھان۔,"Term loans for income-generating units costing more than ₹1.40 lakh and up to ₹50 lakh; loan up to 90% of project cost, above ₹1.25 lakh and up to ₹45 lakh per unit.",1
चतुर्-लक्षरूप्यकाणां परियोजनायै सहकारी-बैङ्कमाध्यमेन ऋणम् आवश्यकम्।,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
ഇരുപത് ലക്ഷം രൂപയുടെ പദ്ധതിക്ക് ടേം ലോൺ വേണം.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
हमरा टेलरिंग व्यवसाय शुरू करबाक लेल छोट ऋण चाही।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
चार लाख रुपयांच्या प्रकल्पासाठी सहकारी बँकेमार्फत कर्ज हवे आहे.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ꯑꯩꯅ ꯇꯦꯏꯂꯔꯤꯡ ꯕꯤꯖꯅꯦꯁ ꯍꯧꯗꯣꯛꯅꯕ ꯂꯣꯟ ꯃꯇꯦꯡ ꯅꯥꯡꯒꯦ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ꯅꯤꯡꯊꯤꯖꯤꯟ ꯕꯤꯖꯅꯦꯁꯀꯤꯗꯃꯛ NBFC-MFI ꯗꯨꯔꯣꯏꯅ ꯃꯥꯏꯀ꯭ꯔꯣꯐꯥꯏꯅꯥꯟꯁ ꯅꯥꯡꯒꯦ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
નાના વ્યવસાય માટે NBFC-MFI મારફતે માઇક્રોફાઇનાન્સ જોઈએ છે.,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
চাৰি লাখ টকাৰ প্ৰকল্পৰ বাবে সমবায় বেংকৰ জৰিয়তে ঋণ লাগে।,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
B.Tech पढ्नका लागि शैक्षिक ऋण चाहिन्छ।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
बीस लाख रुपैयाक परियोजना लेल टर्म लोन चाही।,"Term loans for income-generating units costing more than ₹1.40 lakh and up to ₹50 lakh; loan up to 90% of project cost, above ₹1.25 lakh and up to ₹45 lakh per unit.",1
مےٚ ٹیلرنگ کاروبار شروع کرنہٕ خٲطرٕ تھوڑا قرضہٕ گژھان۔,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
ఇరవై లక్షల రూపాయల ప్రాజెక్ట్ కోసం టర్మ్ లోన్ కావాలి.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ਵੀਹ ਲੱਖ ਰੁਪਏ ਦੇ ਪ੍ਰੋਜੈਕਟ ਲਈ ਟਰਮ ਲੋਨ ਚਾਹੀਦਾ ਹੈ।,"Term loans for income-generating units costing more than ₹1.40 lakh and up to ₹50 lakh; loan up to 90% of project cost, above ₹1.25 lakh and up to ₹45 lakh per unit.",1
সৰু ব্যৱসায়ৰ বাবে NBFC-MFI ৰ জৰিয়তে মাইক্ৰ’ফাইনেন্স লাগে।,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
مےٚ بیس لاکھ روپیہٕ منصوبس خٲطرٕ ٹرم لون گژھان۔,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
مون کي B.Tech پڙهائي لاءِ تعليمي قرض گهرجي.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
मुझे B.Tech की पढ़ाई के लिए शिक्षा ऋण चाहिए।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
ଚାରି ଲକ୍ଷ ଟଙ୍କାର ପ୍ରକଳ୍ପ ପାଇଁ ସମବାୟ ବ୍ୟାଙ୍କ ମାଧ୍ୟମରେ ଋଣ ଦରକାର।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
B.Tech പഠനത്തിന് വിദ്യാഭ്യാസ വായ്പ വേണം.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
କୋଡ଼ିଏ ଲକ୍ଷ ଟଙ୍କାର ପ୍ରକଳ୍ପ ପାଇଁ ଟର୍ମ ଲୋନ୍ ଦରକାର।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
مجھے چھوٹے کاروبار کے لیے NBFC-MFI کے ذریعے مائیکروفنانس چاہیے۔,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
ꯅꯥꯅꯤ ꯂꯥꯛꯊꯣꯛ ꯔꯨꯄꯤ ꯄ꯭ꯔꯣꯖꯦꯛꯇꯀꯤꯗꯃꯛ ꯀꯣꯑꯥꯄꯔꯦꯇꯤꯐ ꯕꯦꯡꯛ ꯗꯨꯔꯣꯏꯅ ꯂꯣꯟ ꯅꯥꯡꯒꯦ।,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
वीह् लख रपे दे प्रोजेक्ट आस्तै टर्म लोन लोड़दा ऐ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
B.Tech পঢ়াৰ বাবে শিক্ষা ঋণ লাগে।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
मुझे B.Tech की पढ़ाई के लिए शिक्षा ऋण चाहिए।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
વીસ લાખ રૂપિયાના પ્રોજેક્ટ માટે ટર્મ લોન જોઈએ છે.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
म्हाका टेलरिंग व्यवसाय सुरू करपाक ल्हान कर्जें जाय.,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
ल्हान व्यवसायाखातीर NBFC-MFI वरवीं मायक्रोफायनान्स जाय.,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
मिगी टेलरिंग कारोबार शुरू करने आस्तै छोटा कर्जा लोड़दा ऐ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
वीस लाख रुपयांच्या प्रकल्पाखातीर टर्म लोन जाय.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
നാല് ലക്ഷം രൂപയുടെ പദ്ധതിക്ക് സഹകരണ ബാങ്കിലൂടെ വായ്പ വേണം.,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
B.Tech చదువుకు విద్యా రుణం కావాలి.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
இருபது லட்சம் ரூபாய் திட்டத்திற்கு டெர்ம் லோன் வேண்டும்.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ছোট ব্যবসার জন্য NBFC-MFI-এর মাধ্যমে মাইক্রোফাইন্যান্স দরকার।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
B.Tech படிப்புக்கு கல்விக் கடன் வேண்டும்.,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
विंशलक्षरूप्यकाणां परियोजनायै अवधि-ऋणम् आवश्यकम्।,"Term loans for income-generating units costing more than ₹1.40 lakh and up to ₹50 lakh; loan up to 90% of project cost, above ₹1.25 lakh and up to ₹45 lakh per unit.",1
ಸಣ್ಣ ವ್ಯವಹಾರಕ್ಕಾಗಿ NBFC-MFI ಮೂಲಕ ಮೈಕ್ರೋಫೈನಾನ್ಸ್ ಬೇಕು.,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
B.Tech અભ્યાસ માટે શૈક્ષણિક લોન જોઈએ છે.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
चतुर्-लक्षरूप्यकाणां परियोजनायै सहकारी-बैङ्कमाध्यमेन ऋणम् आवश्यकम्।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
চাৰি লাখ টকাৰ প্ৰকল্পৰ বাবে সমবায় বেংকৰ জৰিয়তে ঋণ লাগে।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
B.Tech पढ़ाई आस्तै शिक्षा कर्जा लोड़दा ऐ।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
चार लाख रुपैयाँको परियोजनाका लागि सहकारी बैंकमार्फत ऋण चाहिन्छ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
वीस लाख रुपयांच्या प्रकल्पाखातीर टर्म लोन जाय.,"Term loans for income-generating units costing more than ₹1.40 lakh and up to ₹50 lakh; loan up to 90% of project cost, above ₹1.25 lakh and up to ₹45 lakh per unit.",1
B.Tech ପଢ଼ିବା ପାଇଁ ଶିକ୍ଷା ଋଣ ଦରକାର।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
ਮੈਨੂੰ ਟੇਲਰਿੰਗ ਕਾਰੋਬਾਰ ਸ਼ੁਰੂ ਕਰਨ ਲਈ ਛੋਟਾ ਕਰਜ਼ਾ ਚਾਹੀਦਾ ਹੈ।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
ಸಣ್ಣ ವ್ಯವಹಾರಕ್ಕಾಗಿ NBFC-MFI ಮೂಲಕ ಮೈಕ್ರೋಫೈನಾನ್ಸ್ ಬೇಕು.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
मलाई टेलरिङ व्यवसाय सुरु गर्न सानो ऋण चाहिन्छ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
আমার টেইলারিং ব্যবসা শুরু করার জন্য ছোট ঋণ দরকার।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
चार लाख रुपयांच्या प्रकल्पाखातीर सहकारी बँक वरवीं कर्जें जाय.,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
आं टेलरिं बिसनेस जागायनो थाखाय लोन नांगोन।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ꯅꯥꯅꯤ ꯂꯥꯛꯊꯣꯛ ꯔꯨꯄꯤ ꯄ꯭ꯔꯣꯖꯦꯛꯇꯀꯤꯗꯃꯛ ꯀꯣꯑꯥꯄꯔꯦꯇꯤꯐ ꯕꯦꯡꯛ ꯗꯨꯔꯣꯏꯅ ꯂꯣꯟ ꯅꯥꯡꯒꯦ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
നാല് ലക്ഷം രൂപയുടെ പദ്ധതിക്ക് സഹകരണ ബാങ്കിലൂടെ വായ്പ വേണം.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
মোক টেইলাৰিং ব্যৱসায় আৰম্ভ কৰিবলৈ সৰু ঋণ লাগে।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
मुझे चार लाख रुपये की परियोजना के लिए सहकारी बैंक के माध्यम से ऋण चाहिए।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
நான்கு லட்ச ரூபாய் திட்டத்திற்கு கூட்டுறவு வங்கி மூலம் கடன் வேண்டும்.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
مےٚ B.Tech پٲٹھۍ تعلیمی قرضہٕ گژھان۔,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
म्हाका टेलरिंग व्यवसाय सुरू करपाक ल्हान कर्जें जाय.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ছোট ব্যবসার জন্য NBFC-MFI-এর মাধ্যমে মাইক্রোফাইন্যান্স দরকার।,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
चार लाख रुपयांच्या प्रकल्पाखातीर सहकारी बँक वरवीं कर्जें जाय.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
నాకు టైలరింగ్ వ్యాపారం ప్రారంభించడానికి చిన్న రుణం కావాలి.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
مجھے سلائی کا کاروبار شروع کرنے کے لیے چھوٹا قرض چاہیے۔,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
مےٚ چار لَکھ روپیہٕ منصوبس خٲطرٕ کوآپریٹو بینک ذٔریعہٕ قرضہٕ گژھان۔,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
నాకు టైలరింగ్ వ్యాపారం ప్రారంభించడానికి చిన్న రుణం కావాలి.,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
B.Tech सोलोंनायनि थाखाय एजुकेसन लोन नांगोन।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
مون کي ننڍي ڪاروبار لاءِ NBFC-MFI ذريعي مائڪروفنانس گهرجي.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
مےٚ چار لَکھ روپیہٕ منصوبس خٲطرٕ کوآپریٹو بینک ذٔریعہٕ قرضہٕ گژھان۔,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
చిన్న వ్యాపారం కోసం NBFC-MFI ద్వారా మైక్రోఫైనాన్స్ కావాలి.,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
B.Tech अध्ययनाय शिक्षणऋणम् आवश्यकम्।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
मिगी टेलरिंग कारोबार शुरू करने आस्तै छोटा कर्जा लोड़दा ऐ।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
I need a small loan to start a tailoring business.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ನಾನು ಟೈಲರಿಂಗ್ ವ್ಯವಹಾರ ಆರಂಭಿಸಲು ಸಣ್ಣ ಸಾಲ ಬೇಕು.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ମୋତେ ଟେଲରିଂ ବ୍ୟବସାୟ ଆରମ୍ଭ କରିବା ପାଇଁ ଛୋଟ ଋଣ ଦରକାର।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
ചെറിയ ബിസിനസിന് NBFC-MFI വഴി മൈക്രോഫിനാൻസ് വേണം.,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
ચાર લાખ રૂપિયાના પ્રોજેક્ટ માટે સહકારી બેંક મારફતે લોન જોઈએ છે.,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
चारि लाख रुपैयाक परियोजना लेल सहकारी बैंकक माध्यम सँ ऋण चाही।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
నాలుగు లక్షల రూపాయల ప్రాజెక్ట్ కోసం కోఆపరేటివ్ బ్యాంక్ ద్వారా రుణం కావాలి.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
B.Tech अध्ययनाय शिक्षणऋणम् आवश्यकम्।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
ਚਾਰ ਲੱਖ ਰੁਪਏ ਦੇ ਪ੍ਰੋਜੈਕਟ ਲਈ ਸਹਿਕਾਰੀ ਬੈਂਕ ਰਾਹੀਂ ਕਰਜ਼ਾ ਚਾਹੀਦਾ ਹੈ।,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
ᱵᱤᱥ ᱞᱟᱠᱷ ᱴᱟᱠᱟ ᱯᱨᱚᱡᱮᱠᱴ ᱞᱟᱹᱜᱤᱫ ᱴᱟᱨᱢ ᱞᱳᱱ ᱥᱟᱹᱦᱟᱭᱟᱹ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
મારે ટેલરિંગ વ્યવસાય શરૂ કરવા માટે નાની લોન જોઈએ છે.,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
बीस लाख रुपैयाँको परियोजनाका लागि टर्म लोन चाहिन्छ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
مجھے چار لاکھ روپے کے منصوبے کے لیے کوآپریٹو بینک کے ذریعے قرض چاہیے۔,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ଛୋଟ ବ୍ୟବସାୟ ପାଇଁ NBFC-MFI ମାଧ୍ୟମରେ ମାଇକ୍ରୋଫାଇନାନ୍ସ ଦରକାର।,Micro finance for eligible Scheduled Caste persons through selected NBFC-MFIs for small/micro business activities; loan up to 90% (up to ₹1.25 lakh) for projects costing up to ₹1.40 lakh.,1
B.Tech शिक्षणासाठी शैक्षणिक कर्ज हवे आहे.,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
B.Tech અભ્યાસ માટે શૈક્ષણિક લોન જોઈએ છે.,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
નાના વ્યવસાય માટે NBFC-MFI મારફતે માઇક્રોફાઇનાન્સ જોઈએ છે.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
